"symbol","div_or_split","record_date","payment_date","amount","description"
"A","dividend","2020-10-06 00:00:00","2020-10-28 00:00:00",0.18,"Ordinary Shares"
"A","dividend","2021-01-05 00:00:00","2021-01-27 00:00:00",0.194,"Ordinary Shares"
"A","dividend","2021-04-06 00:00:00","2021-04-28 00:00:00",0.194,"Ordinary Shares"
"A","dividend","2021-07-06 00:00:00","2021-07-28 00:00:00",0.194,"Ordinary Shares"
"A","dividend","2022-01-04 00:00:00","2022-01-26 00:00:00",0.21,"Ordinary Shares"
"A","dividend","2022-04-05 00:00:00","2022-04-27 00:00:00",0.21,"Ordinary Shares"
"A","dividend","2022-07-05 00:00:00","2022-07-27 00:00:00",0.21,"Ordinary Shares"
"AA","dividend","2021-10-29 00:00:00","2021-11-19 00:00:00",0.1,"Ordinary Shares"
"AA","dividend","2022-03-08 00:00:00","2022-03-24 00:00:00",0.1,"Ordinary Shares"
"AA","dividend","2022-05-17 00:00:00","2022-06-03 00:00:00",0.1,"Ordinary Shares"
"AAP","dividend","2020-06-13 00:00:00","2020-07-03 00:00:00",0.25,"Ordinary Shares"
"AAP","dividend","2020-09-18 00:00:00","2020-10-02 00:00:00",0.25,"Ordinary Shares"
"AAP","dividend","2020-12-18 00:00:00","2021-01-04 00:00:00",0.25,"Ordinary Shares"
"AAP","dividend","2021-06-18 00:00:00","2021-07-02 00:00:00",1.0,"Ordinary Shares"
"AAP","dividend","2021-09-17 00:00:00","2021-10-01 00:00:00",1.0,"Ordinary Shares"
"AAP","dividend","2021-12-17 00:00:00","2022-01-03 00:00:00",1.0,"Ordinary Shares"
"AAP","dividend","2022-03-18 00:00:00","2022-04-01 00:00:00",1.5,"Ordinary Shares"
"AAP","dividend","2022-06-17 00:00:00","2022-07-01 00:00:00",1.5,"Ordinary Shares"
"AAPL","dividend","2020-05-11 00:00:00","2020-05-14 00:00:00",0.82,"Ordinary Shares"
"AAPL","dividend","2020-08-10 00:00:00","2020-08-13 00:00:00",0.82,"Ordinary Shares"
"AAPL","split","2020-08-24 00:00:00","2020-08-31 00:00:00",0.25,"4-for-1 split"
"AAPL","dividend","2020-11-09 00:00:00","2020-11-12 00:00:00",0.205,"Ordinary Shares"
"AAPL","dividend","2021-05-10 00:00:00","2021-05-13 00:00:00",0.22,"Ordinary Shares"
"AAPL","dividend","2021-08-09 00:00:00","2021-08-12 00:00:00",0.22,"Ordinary Shares"
"AAPL","dividend","2021-11-08 00:00:00","2021-11-11 00:00:00",0.22,"Ordinary Shares"
"AAPL","dividend","2022-02-07 00:00:00","2022-02-10 00:00:00",0.22,"Ordinary Shares"
"AAPL","dividend","2022-05-09 00:00:00","2022-05-12 00:00:00",0.23,"Ordinary Shares"
"AB","dividend","2021-02-22 00:00:00","2021-03-04 00:00:00",0.97,"Unit"
"AB","dividend","2021-05-10 00:00:00","2021-05-27 00:00:00",0.81,"Unit"
"AB","dividend","2021-08-09 00:00:00","2021-08-19 00:00:00",0.91,"Unit"
"AB","dividend","2021-11-08 00:00:00","2021-11-24 00:00:00",0.89,"Unit"
"AB","dividend","2022-02-22 00:00:00","2022-03-17 00:00:00",1.29,"Unit"
"AB","dividend","2022-05-09 00:00:00","2022-05-26 00:00:00",0.9,"Unit"
"ABBV","dividend","2021-01-15 00:00:00","2021-02-16 00:00:00",1.3,"Ordinary Shares"
"ABBV","dividend","2021-04-15 00:00:00","2021-05-14 00:00:00",1.3,"Ordinary Shares"
"ABBV","dividend","2021-07-15 00:00:00","2021-08-16 00:00:00",1.3,"Ordinary Shares"
"ABBV","dividend","2021-10-15 00:00:00","2021-11-15 00:00:00",1.3,"Ordinary Shares"
"ABBV","dividend","2022-01-14 00:00:00","2022-02-15 00:00:00",1.41,"Ordinary Shares"
"ABBV","dividend","2022-04-15 00:00:00","2022-05-16 00:00:00",1.41,"Ordinary Shares"
"ABC","dividend","2021-02-12 00:00:00","2021-03-01 00:00:00",0.44,"Ordinary Shares"
"ABC","dividend","2021-05-17 00:00:00","2021-06-01 00:00:00",0.44,"Ordinary Shares"
"ABC","dividend","2021-08-16 00:00:00","2021-09-07 00:00:00",0.44,"Ordinary Shares"
"ABC","dividend","2021-11-15 00:00:00","2021-11-29 00:00:00",0.46,"Ordinary Shares"
"ABC","dividend","2022-02-14 00:00:00","2022-02-28 00:00:00",0.46,"Ordinary Shares"
"ABC","dividend","2022-05-16 00:00:00","2022-05-31 00:00:00",0.46,"Ordinary Shares"
"ABEV","dividend","2021-12-21 00:00:00","2022-01-06 00:00:00",0.083903,"ADR"
"ABT","dividend","2020-07-15 00:00:00","2020-08-17 00:00:00",0.36,"Ordinary Shares"
"ABT","dividend","2020-10-15 00:00:00","2020-11-16 00:00:00",0.36,"Ordinary Shares"
"ABT","dividend","2021-01-15 00:00:00","2021-02-16 00:00:00",0.45,"Ordinary Shares"
"ABT","dividend","2021-04-15 00:00:00","2021-05-17 00:00:00",0.45,"Ordinary Shares"
"ABT","dividend","2021-07-15 00:00:00","2021-08-16 00:00:00",0.45,"Ordinary Shares"
"ABT","dividend","2021-10-15 00:00:00","2021-11-15 00:00:00",0.45,"Ordinary Shares"
"ABT","dividend","2022-01-14 00:00:00","2022-02-15 00:00:00",0.47,"Ordinary Shares"
"ABT","dividend","2022-04-15 00:00:00","2022-05-16 00:00:00",0.47,"Ordinary Shares"
"AC","dividend","2021-06-15 00:00:00","2021-06-29 00:00:00",0.1,"Ordinary Shares - Class A"
"AC","dividend","2021-12-01 00:00:00","2021-12-15 00:00:00",0.1,"Ordinary Shares - Class A"
"AC","dividend","2022-06-15 00:00:00","2022-06-29 00:00:00",0.1,"Ordinary Shares - Class A"
"ACC","dividend","2021-05-10 00:00:00","2021-05-21 00:00:00",0.47,"Ordinary Shares"
"ACC","dividend","2021-08-16 00:00:00","2021-08-27 00:00:00",0.47,"Ordinary Shares"
"ACC","dividend","2021-11-15 00:00:00","2021-11-26 00:00:00",0.47,"Ordinary Shares"
"ACC","dividend","2022-02-04 00:00:00","2022-02-25 00:00:00",0.47,"Ordinary Shares"
"ACES","dividend","2022-03-25 00:00:00","2022-03-31 00:00:00",0.0635,"ALPS Clean Energy ETF"
"ACI","dividend","2021-04-26 00:00:00","2021-05-10 00:00:00",0.1,"Ordinary Shares - Class A"
"ACI","dividend","2021-07-26 00:00:00","2021-08-10 00:00:00",0.1,"Ordinary Shares - Class A"
"ACI","dividend","2021-10-29 00:00:00","2021-11-12 00:00:00",0.12,"Ordinary Shares - Class A"
"ACI","dividend","2022-01-26 00:00:00","2022-02-10 00:00:00",0.12,"Ordinary Shares - Class A"
"ACI","dividend","2022-04-26 00:00:00","2022-05-10 00:00:00",0.12,"Ordinary Shares - Class A"
"ACM","dividend","2022-01-05 00:00:00","2022-01-21 00:00:00",0.15,"Ordinary Shares"
"ACM","dividend","2022-04-06 00:00:00","2022-04-22 00:00:00",0.15,"Ordinary Shares"
"ACM","dividend","2022-07-06 00:00:00","2022-07-22 00:00:00",0.15,"Ordinary Shares"
"ACN","dividend","2020-10-13 00:00:00","2020-11-13 00:00:00",0.88,"Ordinary Shares - Class A"
"ACN","dividend","2021-01-14 00:00:00","2021-02-12 00:00:00",0.88,"Ordinary Shares - Class A"
"ACN","dividend","2021-04-15 00:00:00","2021-05-14 00:00:00",0.88,"Ordinary Shares - Class A"
"ACN","dividend","2021-07-15 00:00:00","2021-08-13 00:00:00",0.88,"Ordinary Shares - Class A"
"ACN","dividend","2022-01-13 00:00:00","2022-02-15 00:00:00",0.97,"Ordinary Shares - Class A"
"ACN","dividend","2022-04-14 00:00:00","2022-05-13 00:00:00",0.97,"Ordinary Shares - Class A"
"ACWI","dividend","2020-12-15 00:00:00","2020-12-18 00:00:00",0.68587,"BTC iShares MSCI ACWI ETF"
"ACWI","dividend","2021-12-14 00:00:00","2021-12-17 00:00:00",1.01698,"BTC iShares MSCI ACWI ETF"
"ADI","dividend","2022-02-25 00:00:00","2022-03-08 00:00:00",0.76,"Ordinary Shares"
"ADI","dividend","2022-05-31 00:00:00","2022-06-09 00:00:00",0.76,"Ordinary Shares"
"ADM","dividend","2021-05-19 00:00:00","2021-06-09 00:00:00",0.37,"Ordinary Shares"
"ADM","dividend","2021-08-18 00:00:00","2021-09-08 00:00:00",0.37,"Ordinary Shares"
"ADM","dividend","2021-11-17 00:00:00","2021-12-08 00:00:00",0.37,"Ordinary Shares"
"ADM","dividend","2022-02-08 00:00:00","2022-03-01 00:00:00",0.4,"Ordinary Shares"
"ADM","dividend","2022-05-18 00:00:00","2022-06-08 00:00:00",0.4,"Ordinary Shares"
"ADP","dividend","2020-09-11 00:00:00","2020-10-01 00:00:00",0.91,"Ordinary Shares"
"ADP","dividend","2020-12-11 00:00:00","2021-01-01 00:00:00",0.9300000071525574,"Ordinary Shares"
"ADP","dividend","2021-03-12 00:00:00","2021-04-01 00:00:00",0.93,"Ordinary Shares"
"ADP","dividend","2021-06-11 00:00:00","2021-07-01 00:00:00",0.93,"Ordinary Shares"
"ADP","dividend","2021-09-10 00:00:00","2021-10-01 00:00:00",0.93,"Ordinary Shares"
"ADP","dividend","2021-12-10 00:00:00","2022-01-01 00:00:00",1.04,"Ordinary Shares"
"ADP","dividend","2022-03-11 00:00:00","2022-04-01 00:00:00",1.04,"Ordinary Shares"
"ADP","dividend","2022-06-10 00:00:00","2022-07-01 00:00:00",1.04,"Ordinary Shares"
"ADT","dividend","2021-06-17 00:00:00","2021-07-01 00:00:00",0.035,"Ordinary Shares"
"ADT","dividend","2021-09-16 00:00:00","2021-10-05 00:00:00",0.035,"Ordinary Shares"
"ADT","dividend","2021-12-16 00:00:00","2022-01-04 00:00:00",0.035,"Ordinary Shares"
"ADT","dividend","2022-03-17 00:00:00","2022-04-04 00:00:00",0.035,"Ordinary Shares"
"ADT","dividend","2022-06-16 00:00:00","2022-07-05 00:00:00",0.035,"Ordinary Shares"
"AEM","dividend","2021-09-01 00:00:00","2021-09-15 00:00:00",0.35,"Ordinary Shares"
"AEM","dividend","2021-12-01 00:00:00","2021-12-15 00:00:00",0.35,"Ordinary Shares"
"AEM","dividend","2022-03-07 00:00:00","2022-03-15 00:00:00",0.4073997288892433,"Ordinary Shares"
"AEM","dividend","2022-06-01 00:00:00","2022-06-15 00:00:00",0.0,"Ordinary Shares"
"AEO","dividend","2021-10-08 00:00:00","2021-10-22 00:00:00",0.18,"Ordinary Shares"
"AEO","dividend","2021-12-10 00:00:00","2021-12-29 00:00:00",0.18,"Ordinary Shares"
"AEO","dividend","2022-03-11 00:00:00","2022-03-24 00:00:00",0.18,"Ordinary Shares"
"AES","dividend","2021-11-02 00:00:00","2021-11-15 00:00:00",0.1505,"Ordinary Shares"
"AES","dividend","2022-02-01 00:00:00","2022-02-15 00:00:00",0.158,"Ordinary Shares"
"AES","dividend","2022-04-29 00:00:00","2022-05-13 00:00:00",0.158,"Ordinary Shares"
"AFL","dividend","2022-05-18 00:00:00","2022-06-01 00:00:00",0.4,"Ordinary Shares"
"AG","dividend","2021-05-17 00:00:00","2021-06-04 00:00:00",0.0045,"Ordinary Shares"
"AG","dividend","2021-08-26 00:00:00","2021-09-16 00:00:00",0.006,"Ordinary Shares"
"AG","dividend","2021-11-17 00:00:00","2021-11-30 00:00:00",0.0049,"Ordinary Shares"
"AG","dividend","2022-03-21 00:00:00","2022-04-04 00:00:00",0.0079,"Ordinary Shares"
"AG","dividend","2022-05-25 00:00:00","2022-06-10 00:00:00",0.006,"Ordinary Shares"
"AGCO","dividend","2021-11-15 00:00:00","2021-12-15 00:00:00",0.2,"Ordinary Shares"
"AGCO","dividend","2022-02-15 00:00:00","2022-03-15 00:00:00",0.2,"Ordinary Shares"
"AGCO","dividend","2022-05-16 00:00:00","2022-06-15 00:00:00",0.24,"Ordinary Shares"
"AGCO","dividend","2022-05-20 00:00:00","2022-06-21 00:00:00",4.5,"Ordinary Shares"
"AGG","dividend","2021-03-02 00:00:00","2021-03-05 00:00:00",0.189702,"BTC iShares Core U.S. Aggregate Bond ETF"
"AGG","dividend","2021-05-04 00:00:00","2021-05-07 00:00:00",0.172575,"iShares Core U.S. Aggregate Bond ETF"
"AGG","dividend","2021-06-02 00:00:00","2021-06-07 00:00:00",0.166882,"iShares Core U.S. Aggregate Bond ETF"
"AGG","dividend","2021-08-03 00:00:00","2021-08-06 00:00:00",0.166643,"iShares Core U.S. Aggregate Bond ETF"
"AGG","dividend","2021-11-02 00:00:00","2021-11-05 00:00:00",0.1795,"iShares Core U.S. Aggregate Bond ETF"
"AGG","dividend","2022-03-02 00:00:00","2022-03-07 00:00:00",0.160622,"iShares Core U.S. Aggregate Bond ETF"
"AGG","dividend","2022-05-03 00:00:00","2022-05-06 00:00:00",0.181332,"iShares Core U.S. Aggregate Bond ETF"
"AGNC","dividend","2021-06-30 00:00:00","2021-07-12 00:00:00",0.12,"Ordinary Shares"
"AGNC","dividend","2021-07-30 00:00:00","2021-08-10 00:00:00",0.12,"Ordinary Shares"
"AGNC","dividend","2021-08-31 00:00:00","2021-09-10 00:00:00",0.12,"Ordinary Shares"
"AGNC","dividend","2021-09-30 00:00:00","2021-10-12 00:00:00",0.12,"Ordinary Shares"
"AGNC","dividend","2021-10-29 00:00:00","2021-11-09 00:00:00",0.12,"Ordinary Shares"
"AGNC","dividend","2021-11-30 00:00:00","2021-12-09 00:00:00",0.12,"Ordinary Shares"
"AGNC","dividend","2021-12-31 00:00:00","2022-01-11 00:00:00",0.12,"Ordinary Shares"
"AGNC","dividend","2022-01-31 00:00:00","2022-02-09 00:00:00",0.12,"Ordinary Shares"
"AGNC","dividend","2022-02-28 00:00:00","2022-03-09 00:00:00",0.12,"Ordinary Shares"
"AGNC","dividend","2022-03-31 00:00:00","2022-04-12 00:00:00",0.12,"Ordinary Shares"
"AGNC","dividend","2022-04-29 00:00:00","2022-05-10 00:00:00",0.12,"Ordinary Shares"
"AGNC","dividend","2022-05-31 00:00:00","2022-06-09 00:00:00",0.12,"Ordinary Shares"
"AGNC","dividend","2022-06-30 00:00:00","2022-07-12 00:00:00",0.12,"Ordinary Shares"
"AGRO","dividend","2022-05-02 00:00:00","2022-05-17 00:00:00",0.1571,"Ordinary Shares"
"AIA","dividend","2021-12-14 00:00:00","2021-12-17 00:00:00",0.725996,"BTC iShares Asia 50 ETF"
"AIG","dividend","2021-12-16 00:00:00","2021-12-30 00:00:00",0.32,"Ordinary Shares"
"AIG","dividend","2022-03-17 00:00:00","2022-03-31 00:00:00",0.32,"Ordinary Shares"
"AIG","dividend","2022-06-16 00:00:00","2022-06-30 00:00:00",0.32,"Ordinary Shares"
"AIKI","split","2022-06-04 00:00:00","2022-06-07 00:00:00",17.0,"Ordinary Shares"
"AJG","dividend","2020-09-04 00:00:00","2020-09-18 00:00:00",0.45,"Ordinary Shares"
"AJG","dividend","2020-12-04 00:00:00","2020-12-18 00:00:00",0.44999998807907104,"Ordinary Shares"
"AJG","dividend","2021-03-05 00:00:00","2021-03-19 00:00:00",0.48,"Ordinary Shares"
"AJG","dividend","2021-06-04 00:00:00","2021-06-18 00:00:00",0.48,"Ordinary Shares"
"AJG","dividend","2021-09-03 00:00:00","2021-09-17 00:00:00",0.48,"Ordinary Shares"
"AJG","dividend","2021-12-03 00:00:00","2021-12-17 00:00:00",0.48,"Ordinary Shares"
"AJG","dividend","2022-03-04 00:00:00","2022-03-18 00:00:00",0.51,"Ordinary Shares"
"AJG","dividend","2022-06-03 00:00:00","2022-06-17 00:00:00",0.51,"Ordinary Shares"
"AJRD","dividend","2021-03-10 00:00:00","2021-03-24 00:00:00",5.0,"Ordinary Shares"
"AL","dividend","2021-06-08 00:00:00","2021-07-09 00:00:00",0.16,"Ordinary Shares - Class A"
"AL","dividend","2021-09-10 00:00:00","2021-10-08 00:00:00",0.16,"Ordinary Shares - Class A"
"AL","dividend","2021-12-17 00:00:00","2022-01-05 00:00:00",0.185,"Ordinary Shares - Class A"
"AL","dividend","2022-03-18 00:00:00","2022-04-07 00:00:00",0.185,"Ordinary Shares - Class A"
"AL","dividend","2022-06-07 00:00:00","2022-07-08 00:00:00",0.185,"Ordinary Shares - Class A"
"ALB","dividend","2021-03-12 00:00:00","2021-04-01 00:00:00",0.39,"Ordinary Shares"
"ALB","dividend","2021-06-11 00:00:00","2021-07-01 00:00:00",0.39,"Ordinary Shares"
"ALB","dividend","2021-09-17 00:00:00","2021-10-01 00:00:00",0.39,"Ordinary Shares"
"ALB","dividend","2021-12-17 00:00:00","2022-01-03 00:00:00",0.39,"Ordinary Shares"
"ALB","dividend","2022-03-18 00:00:00","2022-04-01 00:00:00",0.395,"Ordinary Shares"
"ALB","dividend","2022-06-10 00:00:00","2022-07-01 00:00:00",0.395,"Ordinary Shares"
"ALG","dividend","2022-01-18 00:00:00","2022-02-01 00:00:00",0.18,"Ordinary Shares"
"ALG","dividend","2022-04-18 00:00:00","2022-05-02 00:00:00",0.18,"Ordinary Shares"
"ALL","dividend","2021-03-04 00:00:00","2021-04-01 00:00:00",0.81,"Ordinary Shares"
"ALL","dividend","2021-06-04 00:00:00","2021-07-01 00:00:00",0.81,"Ordinary Shares"
"ALL","dividend","2021-08-31 00:00:00","2021-10-01 00:00:00",0.81,"Ordinary Shares"
"ALL","dividend","2021-11-30 00:00:00","2022-01-03 00:00:00",0.81,"Ordinary Shares"
"ALL","dividend","2022-02-28 00:00:00","2022-04-01 00:00:00",0.85,"Ordinary Shares"
"ALL","dividend","2022-06-03 00:00:00","2022-07-01 00:00:00",0.85,"Ordinary Shares"
"ALLE","dividend","2020-09-16 00:00:00","2020-09-30 00:00:00",0.32,"Ordinary Shares"
"ALLE","dividend","2020-12-16 00:00:00","2020-12-30 00:00:00",0.32,"Ordinary Shares"
"ALLE","dividend","2021-06-16 00:00:00","2021-06-30 00:00:00",0.36,"Ordinary Shares"
"ALLE","dividend","2021-09-16 00:00:00","2021-09-30 00:00:00",0.36,"Ordinary Shares"
"ALLE","dividend","2021-12-20 00:00:00","2021-12-30 00:00:00",0.36,"Ordinary Shares"
"ALLE","dividend","2022-03-16 00:00:00","2022-03-31 00:00:00",0.41,"Ordinary Shares"
"ALLE","dividend","2022-06-16 00:00:00","2022-06-30 00:00:00",0.41,"Ordinary Shares"
"ALLY","dividend","2021-04-30 00:00:00","2021-05-14 00:00:00",0.19,"Ordinary Shares"
"ALLY","dividend","2021-08-02 00:00:00","2021-08-16 00:00:00",0.25,"Ordinary Shares"
"ALLY","dividend","2021-11-01 00:00:00","2021-11-15 00:00:00",0.25,"Ordinary Shares"
"ALLY","dividend","2022-02-01 00:00:00","2022-02-15 00:00:00",0.3,"Ordinary Shares"
"ALLY","dividend","2022-05-02 00:00:00","2022-05-16 00:00:00",0.3,"Ordinary Shares"
"ALSN","dividend","2021-02-22 00:00:00","2021-03-05 00:00:00",0.19,"Ordinary Shares"
"ALSN","dividend","2021-05-17 00:00:00","2021-05-28 00:00:00",0.19,"Ordinary Shares"
"ALSN","dividend","2021-08-16 00:00:00","2021-08-27 00:00:00",0.19,"Ordinary Shares"
"ALSN","dividend","2021-11-22 00:00:00","2021-11-30 00:00:00",0.19,"Ordinary Shares"
"ALSN","dividend","2022-03-07 00:00:00","2022-03-18 00:00:00",0.21,"Ordinary Shares"
"ALSN","dividend","2022-05-16 00:00:00","2022-05-27 00:00:00",0.21,"Ordinary Shares"
"ALTM","dividend","2021-11-30 00:00:00","2021-12-30 00:00:00",1.5,"Ordinary Shares - Class A"
"ALX","dividend","2021-11-08 00:00:00","2021-11-19 00:00:00",4.5,"Ordinary Shares"
"ALX","dividend","2022-01-31 00:00:00","2022-02-11 00:00:00",4.5,"Ordinary Shares"
"ALX","dividend","2022-05-09 00:00:00","2022-05-20 00:00:00",4.5,"Ordinary Shares"
"AMAT","dividend","2020-05-21 00:00:00","2020-06-11 00:00:00",0.22,"Ordinary Shares"
"AMAT","dividend","2020-08-20 00:00:00","2020-09-10 00:00:00",0.22,"Ordinary Shares"
"AMAT","dividend","2020-11-19 00:00:00","2020-12-10 00:00:00",0.22,"Ordinary Shares"
"AMAT","dividend","2021-02-25 00:00:00","2021-03-18 00:00:00",0.22,"Ordinary Shares"
"AMAT","dividend","2021-05-27 00:00:00","2021-06-17 00:00:00",0.24,"Ordinary Shares"
"AMAT","dividend","2021-08-26 00:00:00","2021-09-16 00:00:00",0.24,"Ordinary Shares"
"AMAT","dividend","2021-11-26 00:00:00","2021-12-16 00:00:00",0.24,"Ordinary Shares"
"AMAT","dividend","2022-02-23 00:00:00","2022-03-16 00:00:00",0.24,"Ordinary Shares"
"AMAT","dividend","2022-05-26 00:00:00","2022-06-16 00:00:00",0.26,"Ordinary Shares"
"AMCR","dividend","2022-02-23 00:00:00","2022-03-15 00:00:00",0.12,"Ordinary Shares"
"AMCR","dividend","2022-05-25 00:00:00","2022-06-14 00:00:00",0.12,"Ordinary Shares"
"AMGN","dividend","2020-08-17 00:00:00","2020-09-08 00:00:00",1.6,"Ordinary Shares"
"AMGN","dividend","2020-11-16 00:00:00","2020-12-08 00:00:00",1.6,"Ordinary Shares"
"AMGN","dividend","2021-02-15 00:00:00","2021-03-08 00:00:00",1.76,"Ordinary Shares"
"AMGN","dividend","2021-05-17 00:00:00","2021-06-08 00:00:00",1.76,"Ordinary Shares"
"AMGN","dividend","2021-08-17 00:00:00","2021-09-08 00:00:00",1.76,"Ordinary Shares"
"AMGN","dividend","2021-11-16 00:00:00","2021-12-08 00:00:00",1.76,"Ordinary Shares"
"AMGN","dividend","2022-02-15 00:00:00","2022-03-08 00:00:00",1.94,"Ordinary Shares"
"AMGN","dividend","2022-05-17 00:00:00","2022-06-08 00:00:00",1.94,"Ordinary Shares"
"AMKR","dividend","2022-03-01 00:00:00","2022-03-21 00:00:00",0.05,"Ordinary Shares"
"AMKR","dividend","2022-06-07 00:00:00","2022-06-27 00:00:00",0.05,"Ordinary Shares"
"AMLP","dividend","2022-05-12 00:00:00","2022-05-18 00:00:00",0.0,"Alerian MLP ETF"
"AMOT","dividend","2021-05-19 00:00:00","2021-06-02 00:00:00",0.025,"Ordinary Shares"
"AMOT","dividend","2021-08-18 00:00:00","2021-09-01 00:00:00",0.025,"Ordinary Shares"
"AMOT","dividend","2021-11-17 00:00:00","2021-12-01 00:00:00",0.025,"Ordinary Shares"
"AMOT","dividend","2022-03-23 00:00:00","2022-04-06 00:00:00",0.025,"Ordinary Shares"
"AMOT","dividend","2022-05-19 00:00:00","2022-06-02 00:00:00",0.025,"Ordinary Shares"
"AMR","dividend","2022-06-15 00:00:00","2022-07-01 00:00:00",0.375,"Ordinary Shares"
"AMRK","split","2022-05-06 00:00:00","2022-06-07 00:00:00",0.5,"Ordinary Shares"
"AMT","dividend","2020-12-28 00:00:00","2021-02-02 00:00:00",1.21,"Ordinary Shares"
"AMT","dividend","2021-04-13 00:00:00","2021-04-29 00:00:00",1.24,"Ordinary Shares"
"AMT","dividend","2021-06-18 00:00:00","2021-07-09 00:00:00",1.27,"Ordinary Shares"
"AMT","dividend","2021-09-28 00:00:00","2021-10-15 00:00:00",1.31,"Ordinary Shares"
"AMT","dividend","2021-12-27 00:00:00","2022-01-14 00:00:00",1.39,"Ordinary Shares"
"AMT","dividend","2022-04-13 00:00:00","2022-04-29 00:00:00",1.4,"Ordinary Shares"
"AMT","dividend","2022-06-17 00:00:00","2022-07-08 00:00:00",1.43,"Ordinary Shares"
"AMZN","split","2022-03-10 00:00:00","2022-06-06 00:00:00",0.05,"Ordinary Shares"
"ANDE","dividend","2022-04-01 00:00:00","2022-04-22 00:00:00",0.18,"Ordinary Shares"
"ANDE","dividend","2022-07-01 00:00:00","2022-07-22 00:00:00",0.18,"Ordinary Shares"
"ANGL","dividend","2021-11-02 00:00:00","2021-11-05 00:00:00",0.1038,"VanEck Fallen Angel High Yield Bond ETF"
"ANGL","dividend","2022-03-02 00:00:00","2022-03-07 00:00:00",0.0866,"VanEck Fallen Angel High Yield Bond ETF"
"ANGL","dividend","2022-05-03 00:00:00","2022-05-06 00:00:00",0.1089,"VanEck Fallen Angel High Yield Bond ETF"
"ANTM","dividend","2020-09-10 00:00:00","2020-09-25 00:00:00",0.95,"Ordinary Shares"
"ANTM","dividend","2020-12-07 00:00:00","2020-12-22 00:00:00",0.949999988079071,"Ordinary Shares"
"ANTM","dividend","2021-03-10 00:00:00","2021-03-25 00:00:00",1.13,"Ordinary Shares"
"ANTM","dividend","2021-06-10 00:00:00","2021-06-25 00:00:00",1.13,"Ordinary Shares"
"ANTM","dividend","2021-09-10 00:00:00","2021-09-24 00:00:00",1.13,"Ordinary Shares"
"ANTM","dividend","2021-12-03 00:00:00","2021-12-21 00:00:00",1.13,"Ordinary Shares"
"ANTM","dividend","2022-03-10 00:00:00","2022-03-25 00:00:00",1.28,"Ordinary Shares"
"ANTM","dividend","2022-06-10 00:00:00","2022-06-24 00:00:00",1.28,"Ordinary Shares"
"AOA","dividend","2021-10-05 00:00:00","2021-10-08 00:00:00",0.15332,"iShares Core Aggressive Allocation ETF"
"AOA","dividend","2022-04-05 00:00:00","2022-04-08 00:00:00",0.167692,"iShares Core Aggressive Allocation ETF"
"AON","dividend","2021-11-01 00:00:00","2021-11-15 00:00:00",0.51,"Ordinary Shares - Class A"
"AON","dividend","2022-02-01 00:00:00","2022-02-15 00:00:00",0.51,"Ordinary Shares - Class A"
"AON","dividend","2022-05-02 00:00:00","2022-05-13 00:00:00",0.56,"Ordinary Shares - Class A"
"AOS","dividend","2021-04-30 00:00:00","2021-05-17 00:00:00",0.26,"Ordinary Shares"
"AOS","dividend","2021-07-30 00:00:00","2021-08-16 00:00:00",0.26,"Ordinary Shares"
"AOS","dividend","2021-10-29 00:00:00","2021-11-15 00:00:00",0.28,"Ordinary Shares"
"AOS","dividend","2022-01-31 00:00:00","2022-02-15 00:00:00",0.28,"Ordinary Shares"
"AOS","dividend","2022-04-29 00:00:00","2022-05-16 00:00:00",0.28,"Ordinary Shares"
"APA","dividend","2021-04-22 00:00:00","2021-05-21 00:00:00",0.025,"Ordinary Shares"
"APA","dividend","2021-07-22 00:00:00","2021-08-23 00:00:00",0.025,"Ordinary Shares"
"APA","dividend","2021-10-22 00:00:00","2021-11-22 00:00:00",0.0625,"Ordinary Shares"
"APA","dividend","2022-01-21 00:00:00","2022-02-22 00:00:00",0.125,"Ordinary Shares"
"APA","dividend","2022-04-22 00:00:00","2022-05-23 00:00:00",0.125,"Ordinary Shares"
"APD","dividend","2021-04-01 00:00:00","2021-05-10 00:00:00",1.5,"Ordinary Shares"
"APD","dividend","2021-07-01 00:00:00","2021-08-09 00:00:00",1.5,"Ordinary Shares"
"APD","dividend","2021-10-01 00:00:00","2021-11-08 00:00:00",1.5,"Ordinary Shares"
"APD","dividend","2022-01-03 00:00:00","2022-02-14 00:00:00",1.5,"Ordinary Shares"
"APD","dividend","2022-04-01 00:00:00","2022-05-09 00:00:00",1.62,"Ordinary Shares"
"APD","dividend","2022-07-01 00:00:00","2022-08-08 00:00:00",1.62,"Ordinary Shares"
"APLE","dividend","2022-03-04 00:00:00","2022-03-15 00:00:00",0.05,"Ordinary Shares"
"APLE","dividend","2022-04-04 00:00:00","2022-04-18 00:00:00",0.05,"Ordinary Shares"
"APLE","dividend","2022-05-03 00:00:00","2022-05-16 00:00:00",0.05,"Ordinary Shares"
"APLE","dividend","2022-06-02 00:00:00","2022-06-15 00:00:00",0.05,"Ordinary Shares"
"APLE","dividend","2022-07-05 00:00:00","2022-07-15 00:00:00",0.05,"Ordinary Shares"
"APO","dividend","2021-02-19 00:00:00","2021-02-26 00:00:00",0.6,"Ordinary Shares - Class A"
"APO","dividend","2021-05-20 00:00:00","2021-05-28 00:00:00",0.5,"Ordinary Shares - Class A"
"APO","dividend","2021-08-19 00:00:00","2021-08-31 00:00:00",0.5,"Ordinary Shares - Class A"
