symbol,market_entry_date,market_entry_date_time,entry_price,target_position_value,cash,usd_value,usd_value_prev,positions_usd,dta_rank,dta_rank_prev
UBER,2022-04-05,2022-04-05 15:00:00+00:00,35.097799,0,,0.0,0.0,0.0,11.0,10.0
BTCUSD,2022-04-05,2022-04-05 15:00:00+00:00,45733.900191,0,,0.0,0.0,0.0,11.0,10.0
GRUB,2022-04-05,2022-04-05 15:00:00+00:00,6.720475,0,,0.0,0.0,0.0,11.0,10.0
COIN,2022-04-05,2022-04-05 15:00:00+00:00,180.386956,0,,0.0,0.0,0.0,11.0,10.0
WE,2022-04-05,2022-04-05 15:00:00+00:00,6.895818,0,,0.0,0.0,0.0,11.0,10.0
FNF,2022-04-05,2022-04-05 15:00:00+00:00,46.267838,0,,0.0,0.0,0.0,11.0,10.0
ETHUSD,2022-04-05,2022-04-05 15:00:00+00:00,3456.265413,0,,0.0,0.0,0.0,11.0,10.0
MELI,2022-04-05,2022-04-05 15:00:00+00:00,1229.68773,0.02,,0.0,0.0,0.0,11.0,10.0
SKLUSD,2022-04-05,2022-04-05 15:00:00+00:00,0.0,0,,0.0,0.0,0.0,11.0,10.0
UNP,2022-04-05,2022-04-05 15:00:00+00:00,254.449773,0,,0.0,0.0,0.0,11.0,10.0
FNV,2022-04-05,2022-04-05 15:00:00+00:00,162.292356,0,,0.0,0.0,0.0,11.0,10.0
MSFT,2022-04-05,2022-04-05 15:00:00+00:00,312.296802,0,,0.0,0.0,0.0,11.0,10.0
ARKK,2022-04-11,2022-04-11 20:00:00+00:00,59.841363,0,,0.0,0.0,0.0,12.0,11.0
MELI,2022-04-11,2022-04-11 20:00:00+00:00,1125.690766,0.02,,0.0,0.0,0.0,12.0,11.0
GRUB,2022-04-11,2022-04-11 20:00:00+00:00,6.720475,0,,0.0,0.0,0.0,12.0,11.0
MSFT,2022-04-11,2022-04-11 20:00:00+00:00,285.263303,0,,0.0,0.0,0.0,12.0,11.0
PLTR,2022-04-11,2022-04-11 20:00:00+00:00,12.659753,0,,0.0,0.0,0.0,12.0,11.0
V,2022-04-11,2022-04-11 20:00:00+00:00,214.846753,0,,0.0,0.0,0.0,12.0,11.0
TLT,2022-04-11,2022-04-11 20:00:00+00:00,123.141436,0.15,,0.0,0.0,0.0,12.0,11.0
FNF,2022-04-11,2022-04-11 20:00:00+00:00,43.49,0,,0.0,0.0,0.0,12.0,11.0
GLD,2022-04-11,2022-04-11 20:00:00+00:00,182.362781,0.033,,0.0,0.0,0.0,12.0,11.0
UNP,2022-04-11,2022-04-11 20:00:00+00:00,243.109997,0,,0.0,0.0,0.0,12.0,11.0
BKNG,2022-04-11,2022-04-11 20:00:00+00:00,2169.21,0,,0.0,0.0,0.0,12.0,11.0
ETHUSD,2022-04-11,2022-04-11 20:00:00+00:00,2993.070565,0.162,,0.0,0.0,0.0,12.0,11.0
UBER,2022-04-11,2022-04-11 20:00:00+00:00,32.039884,0,,0.0,0.0,0.0,12.0,11.0
ABNB,2022-04-11,2022-04-11 20:00:00+00:00,160.249216,0.073,,0.0,0.0,0.0,12.0,11.0
SKLUSD,2022-04-11,2022-04-11 20:00:00+00:00,0.0,0,,0.0,0.0,0.0,12.0,11.0
FNV,2022-04-11,2022-04-11 20:00:00+00:00,165.78038,0.057,,0.0,0.0,0.0,12.0,11.0
CRM,2022-04-11,2022-04-11 20:00:00+00:00,195.449615,0,,0.0,0.0,0.0,12.0,11.0
COIN,2022-04-11,2022-04-11 20:00:00+00:00,153.849929,0,,0.0,0.0,0.0,12.0,11.0
BTCUSD,2022-04-11,2022-04-11 20:00:00+00:00,39810.773354,0.10099999999999999,,0.0,0.0,0.0,12.0,11.0
FB,2022-04-11,2022-04-11 20:00:00+00:00,216.458595,0.242,,0.0,0.0,0.0,12.0,11.0
WE,2022-04-11,2022-04-11 20:00:00+00:00,6.25,0,,0.0,0.0,0.0,12.0,11.0
FB,2022-04-18,2022-04-18 14:00:00+00:00,212.093414,0,,0.0,0.0,0.0,13.0,12.0
COIN,2022-04-18,2022-04-18 14:00:00+00:00,144.241952,0,,0.0,0.0,0.0,13.0,12.0
FNV,2022-04-18,2022-04-18 14:00:00+00:00,167.869153,0,,0.0,0.0,0.0,13.0,12.0
GRUB,2022-04-18,2022-04-18 14:00:00+00:00,6.720475,0,,0.0,0.0,0.0,13.0,12.0
ETHUSD,2022-04-18,2022-04-18 14:00:00+00:00,2932.172552,0,,0.0,0.0,0.0,13.0,12.0
MELI,2022-04-18,2022-04-18 14:00:00+00:00,1058.342097,0,,0.0,0.0,0.0,13.0,12.0
SKLUSD,2022-04-18,2022-04-18 14:00:00+00:00,0.0,0,,0.0,0.0,0.0,13.0,12.0
WE,2022-04-18,2022-04-18 14:00:00+00:00,5.94209,0,,0.0,0.0,0.0,13.0,12.0
UBER,2022-04-18,2022-04-18 14:00:00+00:00,32.248982,0,,0.0,0.0,0.0,13.0,12.0
GLD,2022-04-18,2022-04-18 14:00:00+00:00,185.593581,0.03,,0.0,0.0,0.0,13.0,12.0
ARKK,2022-04-18,2022-04-18 14:00:00+00:00,57.837636,0,,0.0,0.0,0.0,13.0,12.0
PLTR,2022-04-18,2022-04-18 14:00:00+00:00,12.203688,0,,0.0,0.0,0.0,13.0,12.0
MSFT,2022-04-18,2022-04-18 14:00:00+00:00,281.192057,0,,0.0,0.0,0.0,13.0,12.0
CRM,2022-04-18,2022-04-18 14:00:00+00:00,188.311529,0,,0.0,0.0,0.0,13.0,12.0
TLT,2022-04-18,2022-04-18 14:00:00+00:00,120.429779,0,,0.0,0.0,0.0,13.0,12.0
BTCUSD,2022-04-18,2022-04-18 14:00:00+00:00,39447.590628,0,,0.0,0.0,0.0,13.0,12.0
BKNG,2022-04-18,2022-04-18 14:00:00+00:00,2215.815329,0,,0.0,0.0,0.0,13.0,12.0
ABNB,2022-04-18,2022-04-18 14:00:00+00:00,167.647627,0,,0.0,0.0,0.0,13.0,12.0
V,2022-04-18,2022-04-18 14:00:00+00:00,214.832204,0,,0.0,0.0,0.0,13.0,12.0
FNF,2022-04-18,2022-04-18 14:00:00+00:00,41.858983,0,,0.0,0.0,0.0,13.0,12.0
UNP,2022-04-18,2022-04-18 14:00:00+00:00,242.109645,0,,0.0,0.0,0.0,13.0,12.0
FNV,2022-04-22,2022-04-22 16:00:00+00:00,159.569293,0,,0.0,0.0,0.0,14.0,13.0
COIN,2022-04-22,2022-04-22 16:00:00+00:00,133.43747,0,,0.0,0.0,0.0,14.0,13.0
MSFT,2022-04-22,2022-04-22 16:00:00+00:00,277.540522,0,,0.0,0.0,0.0,14.0,13.0
FNF,2022-04-22,2022-04-22 16:00:00+00:00,41.596099,0,,0.0,0.0,0.0,14.0,13.0
ARKK,2022-04-22,2022-04-22 16:00:00+00:00,52.563033,0,,0.0,0.0,0.0,14.0,13.0
FB,2022-04-22,2022-04-22 16:00:00+00:00,184.477845,0.22,,0.0,0.0,0.0,14.0,13.0
UNP,2022-04-22,2022-04-22 16:00:00+00:00,237.730738,0,,0.0,0.0,0.0,14.0,13.0
ETHUSD,2022-04-22,2022-04-22 16:00:00+00:00,2950.822158,0,,0.0,0.0,0.0,14.0,13.0
WE,2022-04-22,2022-04-22 16:00:00+00:00,6.515956,0,,0.0,0.0,0.0,14.0,13.0
CRM,2022-04-22,2022-04-22 16:00:00+00:00,172.997136,0,,0.0,0.0,0.0,14.0,13.0
BKNG,2022-04-22,2022-04-22 16:00:00+00:00,2241.210352,0,,0.0,0.0,0.0,14.0,13.0
PLTR,2022-04-22,2022-04-22 16:00:00+00:00,12.079087,0,,0.0,0.0,0.0,14.0,13.0
GRUB,2022-04-22,2022-04-22 16:00:00+00:00,6.720475,0,,0.0,0.0,0.0,14.0,13.0
ABNB,2022-04-22,2022-04-22 16:00:00+00:00,156.588072,0,,0.0,0.0,0.0,14.0,13.0
UBER,2022-04-22,2022-04-22 16:00:00+00:00,31.23384,0,,0.0,0.0,0.0,14.0,13.0
TLT,2022-04-22,2022-04-22 16:00:00+00:00,120.174367,0,,0.0,0.0,0.0,14.0,13.0
V,2022-04-22,2022-04-22 16:00:00+00:00,211.147467,0,,0.0,0.0,0.0,14.0,13.0
BTCUSD,2022-04-22,2022-04-22 16:00:00+00:00,39437.441038,0,,0.0,0.0,0.0,14.0,13.0
GLD,2022-04-22,2022-04-22 16:00:00+00:00,180.779189,0,,0.0,0.0,0.0,14.0,13.0
SKLUSD,2022-04-22,2022-04-22 16:00:00+00:00,0.0,0,,0.0,0.0,0.0,14.0,13.0
MELI,2022-04-22,2022-04-22 16:00:00+00:00,994.293781,0,,0.0,0.0,0.0,14.0,13.0
FB,2022-04-27,2022-04-27 19:00:00+00:00,174.059268,0,,0.0,0.0,0.0,15.0,14.0
ETHUSD,2022-04-27,2022-04-27 19:00:00+00:00,2847.0534,0,,0.0,0.0,0.0,15.0,14.0
BTCUSD,2022-04-27,2022-04-27 19:00:00+00:00,38796.84422,0,,0.0,0.0,0.0,15.0,14.0
ABNB,2022-04-27,2022-04-27 19:00:00+00:00,152.244674,0,,0.0,0.0,0.0,15.0,14.0
WE,2022-04-27,2022-04-27 19:00:00+00:00,6.992075,0,,0.0,0.0,0.0,15.0,14.0
UBER,2022-04-27,2022-04-27 19:00:00+00:00,30.84144,0,,0.0,0.0,0.0,15.0,14.0
FNF,2022-04-27,2022-04-27 19:00:00+00:00,39.657968,0,,0.0,0.0,0.0,15.0,14.0
PLTR,2022-04-27,2022-04-27 19:00:00+00:00,10.59541,0,,0.0,0.0,0.0,15.0,14.0
UNP,2022-04-27,2022-04-27 19:00:00+00:00,236.963512,0,,0.0,0.0,0.0,15.0,14.0
MSFT,2022-04-27,2022-04-27 19:00:00+00:00,284.271278,0,,0.0,0.0,0.0,15.0,14.0
GRUB,2022-04-27,2022-04-27 19:00:00+00:00,6.720475,0,,0.0,0.0,0.0,15.0,14.0
V,2022-04-27,2022-04-27 19:00:00+00:00,214.295667,0,,0.0,0.0,0.0,15.0,14.0
FNV,2022-04-27,2022-04-27 19:00:00+00:00,150.407039,0,,0.0,0.0,0.0,15.0,14.0
SKLUSD,2022-04-27,2022-04-27 19:00:00+00:00,0.0,0,,0.0,0.0,0.0,15.0,14.0
ARKK,2022-04-27,2022-04-27 19:00:00+00:00,49.748777,0,,0.0,0.0,0.0,15.0,14.0
TLT,2022-04-27,2022-04-27 19:00:00+00:00,120.946781,0.15,,0.0,0.0,0.0,15.0,14.0
MELI,2022-04-27,2022-04-27 19:00:00+00:00,1026.007643,0,,0.0,0.0,0.0,15.0,14.0
COIN,2022-04-27,2022-04-27 19:00:00+00:00,122.686355,0,,0.0,0.0,0.0,15.0,14.0
GLD,2022-04-27,2022-04-27 19:00:00+00:00,175.943912,0.025,,0.0,0.0,0.0,15.0,14.0
BKNG,2022-04-27,2022-04-27 19:00:00+00:00,2256.118088,0,,0.0,0.0,0.0,15.0,14.0
CRM,2022-04-27,2022-04-27 19:00:00+00:00,174.949916,0,,0.0,0.0,0.0,15.0,14.0
ABNB,2022-04-28,2022-04-28 20:00:00+00:00,159.687638,0,,0.0,0.0,0.0,16.0,15.0
FNV,2022-04-28,2022-04-28 20:00:00+00:00,153.09,0.01,,0.0,0.0,0.0,16.0,15.0
BTCUSD,2022-04-28,2022-04-28 20:00:00+00:00,39979.486751,0,,0.0,0.0,0.0,16.0,15.0
CRM,2022-04-28,2022-04-28 20:00:00+00:00,185.72682,0,,0.0,0.0,0.0,16.0,15.0
SKLUSD,2022-04-28,2022-04-28 20:00:00+00:00,0.0,0,,0.0,0.0,0.0,16.0,15.0
MSFT,2022-04-28,2022-04-28 20:00:00+00:00,289.604328,0,,0.0,0.0,0.0,16.0,15.0
ARKK,2022-04-28,2022-04-28 20:00:00+00:00,48.754375,0,,0.0,0.0,0.0,16.0,15.0
BKNG,2022-04-28,2022-04-28 20:00:00+00:00,2317.801602,0,,0.0,0.0,0.0,16.0,15.0
FNF,2022-04-28,2022-04-28 20:00:00+00:00,40.77,0,,0.0,0.0,0.0,16.0,15.0
MELI,2022-04-28,2022-04-28 20:00:00+00:00,1038.940142,0,,0.0,0.0,0.0,16.0,15.0
COIN,2022-04-28,2022-04-28 20:00:00+00:00,122.594717,0,,0.0,0.0,0.0,16.0,15.0
PLTR,2022-04-28,2022-04-28 20:00:00+00:00,10.93538,0,,0.0,0.0,0.0,16.0,15.0
UBER,2022-04-28,2022-04-28 20:00:00+00:00,32.794903,0,,0.0,0.0,0.0,16.0,15.0
TLT,2022-04-28,2022-04-28 20:00:00+00:00,121.028753,0,,0.0,0.0,0.0,16.0,15.0
WE,2022-04-28,2022-04-28 20:00:00+00:00,7.179954,0,,0.0,0.0,0.0,16.0,15.0
GLD,2022-04-28,2022-04-28 20:00:00+00:00,176.9254,0,,0.0,0.0,0.0,16.0,15.0
V,2022-04-28,2022-04-28 20:00:00+00:00,220.659436,0,,0.0,0.0,0.0,16.0,15.0
GRUB,2022-04-28,2022-04-28 20:00:00+00:00,6.720475,0,,0.0,0.0,0.0,16.0,15.0
ETHUSD,2022-04-28,2022-04-28 20:00:00+00:00,2939.569541,0,,0.0,0.0,0.0,16.0,15.0
UNP,2022-04-28,2022-04-28 20:00:00+00:00,239.253746,0,,0.0,0.0,0.0,16.0,15.0
FB,2022-04-28,2022-04-28 20:00:00+00:00,205.521102,0,,0.0,0.0,0.0,16.0,15.0
SKLUSD,2022-05-02,2022-05-02 23:00:00+00:00,0.0,0,,0.0,0.0,0.0,17.0,16.0
FB,2022-05-02,2022-05-02 23:00:00+00:00,211.576921,0,,0.0,0.0,0.0,17.0,16.0
V,2022-05-02,2022-05-02 23:00:00+00:00,211.91696,0,,0.0,0.0,0.0,17.0,16.0
ABNB,2022-05-02,2022-05-02 23:00:00+00:00,153.423148,0,,0.0,0.0,0.0,17.0,16.0
GRUB,2022-05-02,2022-05-02 23:00:00+00:00,6.720475,0,,0.0,0.0,0.0,17.0,16.0
ARKK,2022-05-02,2022-05-02 23:00:00+00:00,50.114177,0,,0.0,0.0,0.0,17.0,16.0
FNV,2022-05-02,2022-05-02 23:00:00+00:00,159.569293,0,,0.0,0.0,0.0,17.0,16.0
FNF,2022-05-02,2022-05-02 23:00:00+00:00,41.596099,0,,0.0,0.0,0.0,17.0,16.0
BKNG,2022-05-02,2022-05-02 23:00:00+00:00,2241.210352,0,,0.0,0.0,0.0,17.0,16.0
BTCUSD,2022-05-02,2022-05-02 23:00:00+00:00,38618.847203,0.05,,0.0,0.0,0.0,17.0,16.0
PLTR,2022-05-02,2022-05-02 23:00:00+00:00,10.727783,0,,0.0,0.0,0.0,17.0,16.0
MELI,2022-05-02,2022-05-02 23:00:00+00:00,994.293781,0,,0.0,0.0,0.0,17.0,16.0
MSFT,2022-05-02,2022-05-02 23:00:00+00:00,283.726549,0,,0.0,0.0,0.0,17.0,16.0
CRM,2022-05-02,2022-05-02 23:00:00+00:00,177.601256,0,,0.0,0.0,0.0,17.0,16.0
UNP,2022-05-02,2022-05-02 23:00:00+00:00,237.730738,0,,0.0,0.0,0.0,17.0,16.0
UBER,2022-05-02,2022-05-02 23:00:00+00:00,30.428201,0,,0.0,0.0,0.0,17.0,16.0
ETHUSD,2022-05-02,2022-05-02 23:00:00+00:00,2861.750175,0.075,,0.0,0.0,0.0,17.0,16.0
COIN,2022-05-02,2022-05-02 23:00:00+00:00,121.379376,0,,0.0,0.0,0.0,17.0,16.0
WE,2022-05-02,2022-05-02 23:00:00+00:00,6.63,0,,0.0,0.0,0.0,17.0,16.0
TLT,2022-05-02,2022-05-02 23:00:00+00:00,117.603385,0,,0.0,0.0,0.0,17.0,16.0
GLD,2022-05-02,2022-05-02 23:00:00+00:00,173.810913,0,,0.0,0.0,0.0,17.0,16.0
GLD,2022-05-04,2022-05-04 16:00:00+00:00,174.190846,0,,0.0,0.0,0.0,18.0,17.0
COIN,2022-05-04,2022-05-04 16:00:00+00:00,120.535557,0,,0.0,0.0,0.0,18.0,17.0
FB,2022-05-04,2022-05-04 16:00:00+00:00,211.324841,0,,0.0,0.0,0.0,18.0,17.0
SKLUSD,2022-05-04,2022-05-04 16:00:00+00:00,0.0,0,,0.0,0.0,0.0,18.0,17.0
ABNB,2022-05-04,2022-05-04 16:00:00+00:00,147.714979,0.07,,0.0,0.0,0.0,18.0,17.0
PLTR,2022-05-04,2022-05-04 16:00:00+00:00,10.374908,0.05,,0.0,0.0,0.0,18.0,17.0
UBER,2022-05-04,2022-05-04 16:00:00+00:00,27.127037,0,,0.0,0.0,0.0,18.0,17.0
MELI,2022-05-04,2022-05-04 16:00:00+00:00,941.241553,0.025,,0.0,0.0,0.0,18.0,17.0
ETHUSD,2022-05-04,2022-05-04 16:00:00+00:00,2850.969076,0.05,,0.0,0.0,0.0,18.0,17.0
WE,2022-05-04,2022-05-04 16:00:00+00:00,6.658448,0,,0.0,0.0,0.0,18.0,17.0
UNP,2022-05-04,2022-05-04 16:00:00+00:00,233.915243,0.05,,0.0,0.0,0.0,18.0,17.0
CRM,2022-05-04,2022-05-04 16:00:00+00:00,177.327502,0,,0.0,0.0,0.0,18.0,17.0
MSFT,2022-05-04,2022-05-04 16:00:00+00:00,280.747991,0,,0.0,0.0,0.0,18.0,17.0
BKNG,2022-05-04,2022-05-04 16:00:00+00:00,2020.322292,0,,0.0,0.0,0.0,18.0,17.0
GRUB,2022-05-04,2022-05-04 16:00:00+00:00,6.720475,0,,0.0,0.0,0.0,18.0,17.0
FNV,2022-05-04,2022-05-04 16:00:00+00:00,152.784792,0,,0.0,0.0,0.0,18.0,17.0
ARKK,2022-05-04,2022-05-04 16:00:00+00:00,48.960898,0,,0.0,0.0,0.0,18.0,17.0
BTCUSD,2022-05-04,2022-05-04 16:00:00+00:00,39170.824338,0,,0.0,0.0,0.0,18.0,17.0
TLT,2022-05-04,2022-05-04 16:00:00+00:00,118.078995,0,,0.0,0.0,0.0,18.0,17.0
FNF,2022-05-04,2022-05-04 16:00:00+00:00,41.43245,0.05,,0.0,0.0,0.0,18.0,17.0
V,2022-05-04,2022-05-04 16:00:00+00:00,206.449236,0.05,,0.0,0.0,0.0,18.0,17.0
V,2022-05-09,2022-05-09 20:00:00+00:00,193.000468,0,,0.0,0.0,0.0,19.0,18.0
PLTR,2022-05-09,2022-05-09 20:00:00+00:00,7.420703,0,,0.0,0.0,0.0,19.0,18.0
CRM,2022-05-09,2022-05-09 20:00:00+00:00,163.600041,0,,0.0,0.0,0.0,19.0,18.0
ARKK,2022-05-09,2022-05-09 20:00:00+00:00,41.19983,0,,0.0,0.0,0.0,19.0,18.0
BKNG,2022-05-09,2022-05-09 20:00:00+00:00,2023.570546,0,,0.0,0.0,0.0,19.0,18.0
UNP,2022-05-09,2022-05-09 20:00:00+00:00,225.24992,0,,0.0,0.0,0.0,19.0,18.0
ABNB,2022-05-09,2022-05-09 20:00:00+00:00,119.377506,0,,0.0,0.0,0.0,19.0,18.0
ETHUSD,2022-05-09,2022-05-09 20:00:00+00:00,2300.250181,0.12,,0.0,0.0,0.0,19.0,18.0
FNF,2022-05-09,2022-05-09 20:00:00+00:00,40.370127,0,,0.0,0.0,0.0,19.0,18.0
BTCUSD,2022-05-09,2022-05-09 20:00:00+00:00,31228.833435,0.1,,0.0,0.0,0.0,19.0,18.0
UBER,2022-05-09,2022-05-09 20:00:00+00:00,23.133866,0,,0.0,0.0,0.0,19.0,18.0
GLD,2022-05-09,2022-05-09 20:00:00+00:00,172.859193,0,,0.0,0.0,0.0,19.0,18.0
FB,2022-05-09,2022-05-09 20:00:00+00:00,196.216067,0,,0.0,0.0,0.0,19.0,18.0
GRUB,2022-05-09,2022-05-09 20:00:00+00:00,6.720475,0,,0.0,0.0,0.0,19.0,18.0
WE,2022-05-09,2022-05-09 20:00:00+00:00,6.220202,0,,0.0,0.0,0.0,19.0,18.0
TLT,2022-05-09,2022-05-09 20:00:00+00:00,114.658509,0,,0.0,0.0,0.0,19.0,18.0
MELI,2022-05-09,2022-05-09 20:00:00+00:00,771.166908,0,,0.0,0.0,0.0,19.0,18.0
FNV,2022-05-09,2022-05-09 20:00:00+00:00,141.518568,0,,0.0,0.0,0.0,19.0,18.0
COIN,2022-05-09,2022-05-09 20:00:00+00:00,83.708045,0,,0.0,0.0,0.0,19.0,18.0
MSFT,2022-05-09,2022-05-09 20:00:00+00:00,264.58405,0,,0.0,0.0,0.0,19.0,18.0
SKLUSD,2022-05-09,2022-05-09 20:00:00+00:00,0.0,0,,0.0,0.0,0.0,19.0,18.0
PLTR,2022-05-10,2022-05-10 18:00:00+00:00,7.352727,0,,0.0,0.0,0.0,20.0,19.0
ABNB,2022-05-10,2022-05-10 18:00:00+00:00,116.969249,0,,0.0,0.0,0.0,20.0,19.0
FNF,2022-05-10,2022-05-10 18:00:00+00:00,39.56046,0,,0.0,0.0,0.0,20.0,19.0
BKNG,2022-05-10,2022-05-10 18:00:00+00:00,2067.111992,0,,0.0,0.0,0.0,20.0,19.0
MELI,2022-05-10,2022-05-10 18:00:00+00:00,795.143274,0,,0.0,0.0,0.0,20.0,19.0
TLT,2022-05-10,2022-05-10 18:00:00+00:00,115.891641,0,,0.0,0.0,0.0,20.0,19.0
SKLUSD,2022-05-10,2022-05-10 18:00:00+00:00,0.0,0,,0.0,0.0,0.0,20.0,19.0
BTCUSD,2022-05-10,2022-05-10 18:00:00+00:00,31585.086203,0.05,,0.0,0.0,0.0,20.0,19.0
FNV,2022-05-10,2022-05-10 18:00:00+00:00,141.408351,0,,0.0,0.0,0.0,20.0,19.0
WE,2022-05-10,2022-05-10 18:00:00+00:00,5.696293,0,,0.0,0.0,0.0,20.0,19.0
UNP,2022-05-10,2022-05-10 18:00:00+00:00,222.948005,0,,0.0,0.0,0.0,20.0,19.0
CRM,2022-05-10,2022-05-10 18:00:00+00:00,169.963331,0,,0.0,0.0,0.0,20.0,19.0
ETHUSD,2022-05-10,2022-05-10 18:00:00+00:00,2379.346694,0.05,,0.0,0.0,0.0,20.0,19.0
GLD,2022-05-10,2022-05-10 18:00:00+00:00,172.137966,0,,0.0,0.0,0.0,20.0,19.0
V,2022-05-10,2022-05-10 18:00:00+00:00,194.767711,0,,0.0,0.0,0.0,20.0,19.0
MSFT,2022-05-10,2022-05-10 18:00:00+00:00,272.191999,0,,0.0,0.0,0.0,20.0,19.0
GRUB,2022-05-10,2022-05-10 18:00:00+00:00,6.720475,0,,0.0,0.0,0.0,20.0,19.0
UBER,2022-05-10,2022-05-10 18:00:00+00:00,23.946739,0,,0.0,0.0,0.0,20.0,19.0
COIN,2022-05-10,2022-05-10 18:00:00+00:00,76.606253,0,,0.0,0.0,0.0,20.0,19.0
FB,2022-05-10,2022-05-10 18:00:00+00:00,200.549932,0,,0.0,0.0,0.0,20.0,19.0
ARKK,2022-05-10,2022-05-10 18:00:00+00:00,41.68154,0,,0.0,0.0,0.0,20.0,19.0
PLTR,2022-05-11,2022-05-11 14:00:00+00:00,7.281353,0,,0.0,0.0,0.0,21.0,20.0
V,2022-05-11,2022-05-11 14:00:00+00:00,196.000961,0,,0.0,0.0,0.0,21.0,20.0
MELI,2022-05-11,2022-05-11 14:00:00+00:00,754.593968,0,,0.0,0.0,0.0,21.0,20.0
BTCUSD,2022-05-11,2022-05-11 14:00:00+00:00,31412.574527,0,,0.0,0.0,0.0,21.0,20.0
UBER,2022-05-11,2022-05-11 14:00:00+00:00,23.737057,0,,0.0,0.0,0.0,21.0,20.0
MSFT,2022-05-11,2022-05-11 14:00:00+00:00,266.978556,0,,0.0,0.0,0.0,21.0,20.0
FNV,2022-05-11,2022-05-11 14:00:00+00:00,142.426995,0,,0.0,0.0,0.0,21.0,20.0
WE,2022-05-11,2022-05-11 14:00:00+00:00,5.634673,0,,0.0,0.0,0.0,21.0,20.0
UNP,2022-05-11,2022-05-11 14:00:00+00:00,226.690156,0,,0.0,0.0,0.0,21.0,20.0
CRM,2022-05-11,2022-05-11 14:00:00+00:00,167.205996,0,,0.0,0.0,0.0,21.0,20.0
ETHUSD,2022-05-11,2022-05-11 14:00:00+00:00,2339.562042,0,,0.0,0.0,0.0,21.0,20.0
GLD,2022-05-11,2022-05-11 14:00:00+00:00,172.604185,0,,0.0,0.0,0.0,21.0,20.0
COIN,2022-05-11,2022-05-11 14:00:00+00:00,56.595475,0,,0.0,0.0,0.0,21.0,20.0
SKLUSD,2022-05-11,2022-05-11 14:00:00+00:00,0.0,0,,0.0,0.0,0.0,21.0,20.0
TLT,2022-05-11,2022-05-11 14:00:00+00:00,115.057132,0,,0.0,0.0,0.0,21.0,20.0
FNF,2022-05-11,2022-05-11 14:00:00+00:00,40.454803,0,,0.0,0.0,0.0,21.0,20.0
GRUB,2022-05-11,2022-05-11 14:00:00+00:00,6.720475,0,,0.0,0.0,0.0,21.0,20.0
BKNG,2022-05-11,2022-05-11 14:00:00+00:00,2109.785808,0,,0.0,0.0,0.0,21.0,20.0
FB,2022-05-11,2022-05-11 14:00:00+00:00,196.932448,0,,0.0,0.0,0.0,21.0,20.0
ABNB,2022-05-11,2022-05-11 14:00:00+00:00,120.728824,0,,0.0,0.0,0.0,21.0,20.0
ARKK,2022-05-11,2022-05-11 14:00:00+00:00,40.028289,0,,0.0,0.0,0.0,21.0,20.0
FNF,2022-05-18,2022-05-18 20:00:00+00:00,40.930001,0,,0.0,0.0,0.0,22.0,21.0
UNP,2022-05-18,2022-05-18 20:00:00+00:00,224.990005,0,,0.0,0.0,0.0,22.0,21.0
COIN,2022-05-18,2022-05-18 20:00:00+00:00,63.019094,0,,0.0,0.0,0.0,22.0,21.0
GLD,2022-05-18,2022-05-18 20:00:00+00:00,169.421313,0,,0.0,0.0,0.0,22.0,21.0
PLTR,2022-05-18,2022-05-18 20:00:00+00:00,8.008371,0,,0.0,0.0,0.0,22.0,21.0
WE,2022-05-18,2022-05-18 20:00:00+00:00,6.555854,0,,0.0,0.0,0.0,22.0,21.0
FNV,2022-05-18,2022-05-18 20:00:00+00:00,133.48,0,,0.0,0.0,0.0,22.0,21.0
GRUB,2022-05-18,2022-05-18 20:00:00+00:00,6.720475,0,,0.0,0.0,0.0,22.0,21.0
CRM,2022-05-18,2022-05-18 20:00:00+00:00,157.327138,0,,0.0,0.0,0.0,22.0,21.0
TLT,2022-05-18,2022-05-18 20:00:00+00:00,116.934969,0.16,,0.0,0.0,0.0,22.0,21.0
ETHUSD,2022-05-18,2022-05-18 20:00:00+00:00,1960.183501,0,,0.0,0.0,0.0,22.0,21.0
ABNB,2022-05-18,2022-05-18 20:00:00+00:00,108.101776,0,,0.0,0.0,0.0,22.0,21.0
FB,2022-05-18,2022-05-18 20:00:00+00:00,192.235025,0,,0.0,0.0,0.0,22.0,21.0
UBER,2022-05-18,2022-05-18 20:00:00+00:00,22.459192,0,,0.0,0.0,0.0,22.0,21.0
V,2022-05-18,2022-05-18 20:00:00+00:00,199.98883,0,,0.0,0.0,0.0,22.0,21.0
BKNG,2022-05-18,2022-05-18 20:00:00+00:00,2050.379411,0,,0.0,0.0,0.0,22.0,21.0
ARKK,2022-05-18,2022-05-18 20:00:00+00:00,41.094832,0,,0.0,0.0,0.0,22.0,21.0
SKLUSD,2022-05-18,2022-05-18 20:00:00+00:00,0.0,0,,0.0,0.0,0.0,22.0,21.0
BTCUSD,2022-05-18,2022-05-18 20:00:00+00:00,29163.370909,0,,0.0,0.0,0.0,22.0,21.0
MSFT,2022-05-18,2022-05-18 20:00:00+00:00,254.073526,0,,0.0,0.0,0.0,22.0,21.0
MELI,2022-05-18,2022-05-18 20:00:00+00:00,749.304543,0,,0.0,0.0,0.0,22.0,21.0
SKLUSD,2022-05-26,2022-05-26 20:00:00+00:00,0.0,0,,0.0,0.0,0.0,23.0,22.0
