,id,corporate_action_id,ca_type,ca_sub_type,initiating_symbol,initiating_original_cusip,target_symbol,target_original_cusip,record_date,cash,old_rate,new_rate,ex_date
15,e77d30b5-85a5-4758-8713-15b99239e699,2375898,merger,merger_update,JIRE,46641Q134,JEIQX,4812CA637,,0,1,0.35457,
16,ff5fb247-b008-46ac-a3a1-2700e23e0f2e,2376500,merger,merger_completion,,,VGII,G9460K102,,0,1,1,
17,729e41c9-789a-481d-bc9c-5fb0461debac,2376502,merger,merger_completion,,,VGII.WS,G9460K128,,0,1,0,
18,8ec07096-5fed-435c-8e62-be7a0006c0f9,2377145,merger,merger_completion,,,RCM,00438V103,,0,1,1,
19,1ce27e58-22e4-460d-99e8-d8a285867947,2377238,merger,merger_completion,,,SUMR,48241R108,,12,1,0,
20,af7a35e1-f09c-4f47-9831-9adbbd030469,2377219,merger,merger_completion,,,PLAN,03272L108,,63.75,1,0,
21,8a10b301-3b04-467a-b12d-c118e5c6ed69,2377336,merger,merger_completion,,,EJFAW,G2955B125,,0,1,0,
22,f061ba3d-789f-467d-9cef-26eea5ddcada,2377366,merger,merger_completion,,,EJFA,G2955B109,,0,1,1,
23,5e555a27-8fa8-47f1-8b66-1a5cbe110e4a,2377467,merger,merger_completion,,,MSP,23821D100,,35.5,1,0,
24,e0346e9e-4be1-4ffe-b5a2-d1c5acccd916,2377598,merger,merger_completion,,,GGPI,38286Q107,,0,1,1,
25,fb8383e3-c667-475d-9655-b6af7d184985,2377600,merger,merger_completion,,,GGPIW,38286Q115,,0,1,0,
26,164bfdf2-345c-4e65-b328-b3c21cb51c45,2377631,merger,merger_completion,,,APTS,74039L103,,25,1,0,
27,58559f6f-d656-4832-a30e-0cc1e1fc47a5,2378144,merger,merger_completion,GOFF,36190U107,GOFF,36190U107,,0,1,3,
28,57c228cc-ad8e-411b-976b-e85ce3fcb76e,2377998,merger,merger_completion,,,TREC,038465100,,9.81,1,0,
29,f275000c-6792-4586-adc4-ca1b03cddc17,2378272,merger,merger_completion,,,TVTY,88870R102,,32.5,1,0,
30,a36e12f8-1a9b-4c82-8ae7-e3095ca3aa09,2378522,merger,merger_completion,,,RICO,G41089106,,0,1,1,
31,2d6ab499-9561-43d0-9624-89beb2003ad0,2378523,merger,merger_completion,,,RICOW,G41089114,,0,1,0,
32,70d2ee9b-2206-477d-9d87-7aa17c6c8bed,2378830,merger,merger_completion,,,ITPOF,460919103,,40.5,1,0,
33,2807eea1-261f-4f12-9276-17f0602161b6,2378975,merger,merger_completion,,,PCOM,730843109,,25,1,0,
34,3dcfde3e-80f9-4d32-9c8e-60626b736748,2378998,merger,merger_completion,FULT,360271100,PBIP,744319104,,3.65,1,0.7974,
35,9d0978dc-976a-4f01-bd1f-0de720c37708,2379134,merger,merger_completion,,,LPBC,534545108,,10.1,1,0,
36,b205b417-9906-4d70-8420-ef41acb99103,2379137,merger,merger_completion,,,NSEC,637555103,,16.35,1,0,
37,8c4962f2-e1a4-4b87-b314-2d8746e9bde4,2379152,merger,merger_completion,GSK,377327200,SRRA,74346L101,,55,1,0,
38,bae0833d-50ab-4925-ba01-70f314aa9efe,2379135,merger,merger_completion,IIVI,902104108,COHR,192479103,,220,1,0.91,
39,f7d97260-0d56-4b22-8a92-b8727f03c5d4,2379140,merger,merger_completion,OAS,674215207,WLL,966387102,,6.25,1,0.5774,
40,02f48bc9-d09c-4398-bd84-ecbea0c88ee7,2379548,merger,merger_completion,,,RDLCF,757637103,,0.9,1,0,
41,0ce036ef-7bc8-4ef5-a1cf-6d66bb726dec,2379476,merger,merger_completion,SWM,808541106,NP,640079109,,0,1,1.358,
42,7b11a668-5734-42ee-b21b-9af7d1eabbd8,2379617,merger,merger_completion,,,CDK,12508E101,,54.87,1,0,
43,85316b3a-8000-4889-8a11-483bffbbf1a2,2379616,merger,merger_completion,ENTG,29362U104,CCMP,12709P103,,133,1,0.4506,
44,083ad396-540c-4f09-ac1f-848bec5cac50,2379901,merger,merger_completion,,,CNIGP,219387305,,29.7,1,0,
45,b60417b8-dfd4-409d-affc-d173be71a855,2379902,merger,merger_completion,,,CNIGO,219387206,,25,1,0,
46,5f112d94-6e3c-4aaa-8f3b-a03552f7e6b4,2379921,merger,merger_completion,,,GTYHW,G4182A128,,0.71,1,0,
47,d28fca19-e5f7-41c3-bc1f-42cf4063d96b,2379900,merger,merger_completion,,,CNIG,219381100,,24.75,1,0,
48,248c4970-e6d3-489b-b15e-9ff7a722b066,2379910,merger,merger_completion,,,GTYH,G4182A102,,6.3,1,0,
49,485bcd3c-a716-49f2-a7fd-fa4c4968f40d,2379894,merger,merger_update,,,CNIGP,219387305,,25,1,0,
50,8a989771-f1e0-4e72-a85d-f13c2eaa9712,2379895,merger,merger_update,,,CNIGO,219387206,,25,1,0,
51,44a23305-2133-464e-b731-91e8726e703a,2379920,merger,merger_update,,,GTYHW,G4182A128,,6.3,1,0,
52,6f46f1cf-3d35-4b4b-ae06-70e2fb5f1f26,2380241,merger,merger_completion,,,VRTA,925490104,,4.01,1,0,
53,cadf644e-3bad-4b19-95e2-96b264bf1ef7,2381098,merger,merger_completion,,,CBMB,1248XT104,,17.75,1,0,
54,27211c4f-94aa-4117-b907-8eeb7c96a5bd,2381154,merger,merger_completion,,,ADTN,00738A106,,0,1,1,
55,c13019e3-c54a-4490-aca1-d9c9fa6b95bf,2381251,merger,merger_completion,ALRS,335904108,MPHX,59165E106,,0,1,0.74,
56,9b8205e1-90f3-4b10-bb5e-a5627825abda,2380234,merger,merger_update,,,VRTA,925490104,,4.01,1,0,
57,efd2cac5-3942-47dc-b8c8-ff3b5b986741,2381482,merger,merger_completion,,,DNAC,G8253W109,,0,1,1,
58,6e07a85c-4a58-4a21-8cfb-9c6ae1216912,2381252,merger,merger_completion,VTINX,92202E102,VTXVX,92202E300,,0,1,0.98505,
59,63b69055-9b75-4e91-9eab-6c48e02acb95,2381315,merger,merger_completion,INVA,88338T104,ETTX,293614103,,2.2,1,0,
60,2f6e948a-06b8-4fd6-a022-75d992543ce5,2381473,merger,merger_completion,IIIAX,44981T578,IMIOX,449798388,,0,1,1.32244,
61,360dd433-8efd-4f23-b2f8-3fed5b5205c5,2381478,merger,merger_completion,IIIIX,44981T685,IMASX,449798396,,0,1,1.29764,
62,8e4ded49-7abc-4831-98d6-22165f711df2,2381479,merger,merger_completion,INTIX,44981T636,IMISX,449798370,,0,1,1.30355,
63,257c831c-3d39-4e3f-8bc6-cf4ec2ae204e,2381905,merger,merger_completion,,,,,,0,1,1,
64,c0aafa31-d9aa-4e07-9adb-fe936e10634f,2381912,merger,merger_completion,,,,,,0,1,5.1313,
65,52d7d7ed-47cb-42fd-9282-243928b83c28,2382010,merger,merger_completion,,,,,,0,1,1,
66,6f38a1ef-a46b-4412-bcd2-60b059da2b43,2382006,merger,merger_completion,,,GLSPW,G3934K111,,0,1,0,
67,f5cfccf1-be89-4285-8fa7-990fd101e445,2381991,merger,merger_completion,NSUPF,665804100,,,,0,1,0.2304,
68,55828785-9ede-4f15-90f4-f38087ce34e7,2381855,merger,merger_completion,BIOX,G9366W101,MBII,57165B106,,0,1,0.088,
69,28d1bbeb-e686-4060-913f-55d88538caf5,2381990,merger,merger_completion,NSUPF,665804100,GGISF,29384B100,,0,1,0.2304,
